,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,dien_tich,huong_ban_cong,phong_ngu,id_thanh_pho,ten_thanh_pho,id_quan,ten_quan,so_tang,mat_tien,noi_that,huong_nha,so_do,lat,long,gia,gia_m2,du_an,project_name,id_duong,ten_duong,do_rong_duong,do_rong_duong_ml,id_phuong,ten_phuong
255,5598,39058,39058,90.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,4.5,,,0,21.009967,105.823136,34000.0,377.77777777777777,,,5e958eea208d0d6d7648fd97,76,30.0,Mặt phố - Mặt đường,,
256,5604,39064,39064,112.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,5.0,,KXĐ,0,21.0092227,105.8143864,12800.0,114.28571428571428,,,5e958eea208d0d6d7648fdd5,29,3.0,Mặt phố - Mặt đường,,
257,5620,39080,39080,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,5.0,,Tây-Nam,0,21.0103338,105.819484,24000.0,480.0,,,5e958eea208d0d6d7648fd90,60,7.0,Mặt phố - Mặt đường,,
258,5636,39096,39096,34.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,3.5,,Đông-Nam,0,21.017649,105.830046,7500.0,220.5882352941176,,,5e958eea208d0d6d7648fdab,79,15.0,Mặt phố - Mặt đường,,
259,5654,39114,39114,56.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,4.3,,KXĐ,0,21.0092227,105.8143864,17500.0,312.5,,,5e958eea208d0d6d7648fdb3,4,10.0,Mặt phố - Mặt đường,,
260,5660,39120,39120,99.0,,6.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,4.0,,,1,21.0109454,105.8227055,14000.0,141.41414141414145,,,5e958eea208d0d6d7648fdd0,23,6.0,Mặt phố - Mặt đường,5e5501cbeb80a7245175e12c,Phường Trung Liệt
261,5764,39224,39224,45.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,5.0,,,1,21.0216521,105.8010406,7654.0,170.0888888888889,,,5e958eea208d0d6d7648fd7d,46,5.0,Mặt phố - Mặt đường,5e5501cbeb80a7245175e122,Phường Láng Thượng
263,5799,39259,39259,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,4.5,,KXĐ,0,21.009967,105.823136,18000.0,300.0,,,5e958eea208d0d6d7648fd6b,87,7.0,Mặt phố - Mặt đường,,
264,6383,39843,39843,160.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,5.4,,KXĐ,0,21.017649,105.830046,59000.0,368.75,,,5e958eea208d0d6d7648fdd6,30,60.0,Mặt phố - Mặt đường,,
265,6421,39881,39881,98.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,4.3,,KXĐ,0,21.017649,105.830046,29000.0,295.9183673469388,,,5e958eea208d0d6d7648fdc8,18,24.0,Mặt phố - Mặt đường,,
266,6425,39885,39885,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,4.0,,KXĐ,0,21.0092227,105.8143864,5100.0,102.0,,,5e958eea208d0d6d7648fdd1,24,2.0,Mặt phố - Mặt đường,,
267,6517,39977,39977,30.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,4.0,,Đông-Bắc,0,21.0130853,105.8203773,7200.0,240.0,,,5e958eea208d0d6d7648fdd0,23,6.0,Mặt phố - Mặt đường,,
268,6518,39978,39978,143.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,7.2,,KXĐ,0,21.0130853,105.8203773,55700.0,389.5104895104895,,,5e958eea208d0d6d7648fdd0,23,30.0,Mặt phố - Mặt đường,,
269,6520,39980,39980,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,3.0,8.0,,KXĐ,0,21.017649,105.830046,,333.3333333333333,,,,-1,20.0,Mặt phố - Mặt đường,5e5501cbeb80a7245175e123,Phường Ô Chợ Dừa
270,6521,39981,39981,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,5.1,,KXĐ,0,21.017649,105.830046,23500.0,293.75,,,5e958eea208d0d6d7648fd92,64,20.0,Mặt phố - Mặt đường,,
271,6545,40005,40005,92.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,5.2,,KXĐ,0,21.0092227,105.8143864,13800.0,150.0,,,5e958eea208d0d6d7648fd9c,67,5.0,Mặt phố - Mặt đường,,
272,6549,40009,40009,134.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,6.5,,KXĐ,0,21.0130853,105.8203773,54300.0,405.22388059701484,,,5e958eea208d0d6d7648fdd0,23,30.0,Mặt phố - Mặt đường,,
273,6551,40011,40011,66.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,10.0,,KXĐ,0,21.0119555,105.8297784,28000.0,424.24242424242425,,,5e958eea208d0d6d7648fd76,42,6.0,Mặt phố - Mặt đường,,
274,6553,40013,40013,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,2.0,4.2,,Đông,0,21.017649,105.830046,6200.0,103.33333333333331,,,5e958eea208d0d6d7648fd80,49,40.0,Mặt phố - Mặt đường,,
275,6558,40018,40018,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,5.1,,KXĐ,0,21.017649,105.830046,23500.0,293.75,,,5e958eea208d0d6d7648fd92,64,20.0,Mặt phố - Mặt đường,,
276,6569,40029,40029,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,4.5,,KXĐ,0,21.017649,105.830046,20000.0,416.66666666666674,,,5e958eea208d0d6d7648fdd6,30,10.0,Mặt phố - Mặt đường,,
277,6570,40030,40030,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,4.0,,KXĐ,0,21.017649,105.830046,21800.0,266.6666666666667,,,5e958eea208d0d6d7648fdc1,11,8.0,Mặt phố - Mặt đường,,
278,6578,40038,40038,51.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,3.0,4.8,,KXĐ,0,21.019366899999998,105.80743819999999,8500.0,166.66666666666666,,,5e958eea208d0d6d7648fdca,19,5.0,Mặt phố - Mặt đường,,
279,6805,40265,40265,35.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,4.3,,KXĐ,0,21.017649,105.830046,3900.0,111.42857142857143,,,5e958eea208d0d6d7648fda8,70,2.0,Mặt phố - Mặt đường,,
280,6978,40438,40438,61.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,5.1,,KXĐ,0,21.0130853,105.8203773,36800.0,603.2786885245903,,,5e958eea208d0d6d7648fdd0,23,30.0,Mặt phố - Mặt đường,,
281,6993,40453,40453,30.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,3.2,,KXĐ,0,21.0092227,105.8143864,11000.0,366.66666666666674,,,,-1,20.0,Mặt phố - Mặt đường,5e5501cbeb80a7245175e132,Phường Ngã Tư Sở
282,7004,40464,40464,30.2,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,3.2,,KXĐ,0,21.009967,105.823136,11000.0,364.23841059602654,,,5e958eea208d0d6d7648fd97,76,20.0,Mặt phố - Mặt đường,,
283,7023,40483,40483,35.0,,4.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,4.0,,,1,21.005566,105.821674,3500.0,100.0,,,5e958eea208d0d6d7648fd9c,67,4.0,Mặt phố - Mặt đường,5e5501cbeb80a7245175e12e,Phường Thịnh Quang
284,7226,40686,40686,55.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,5.1,,KXĐ,0,21.0103338,105.819484,18700.0,340.0,,,5e958eea208d0d6d7648fd90,60,15.0,Mặt phố - Mặt đường,,
285,7238,40698,40698,70.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,5.0,,KXĐ,0,21.017649,105.830046,45000.0,642.8571428571429,,,5e958eea208d0d6d7648fdd6,30,50.0,Mặt phố - Mặt đường,,
286,7392,40852,40852,35.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,2.0,6.0,,KXĐ,0,21.017649,105.830046,13500.0,385.71428571428567,,,5e958eea208d0d6d7648fda8,70,10.0,Mặt phố - Mặt đường,,
287,7400,40860,40860,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,5.1,,KXĐ,0,21.017649,105.830046,22000.0,275.0,,,5e958eea208d0d6d7648fd6c,88,20.0,Mặt phố - Mặt đường,,
288,7404,40864,40864,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,4.0,,KXĐ,0,21.017649,105.830046,32000.0,640.0,,,5e958eea208d0d6d7648fdb4,2,15.0,Mặt phố - Mặt đường,,
289,7407,40867,40867,55.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,4.2,,KXĐ,0,21.017649,105.830046,31980.0,581.4545454545455,,,5e958eea208d0d6d7648fdb4,2,20.0,Mặt phố - Mặt đường,,
290,7411,40871,40871,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,4.0,,KXĐ,0,21.017649,105.830046,32000.0,333.3333333333333,,,5e958eea208d0d6d7648fdb4,2,20.0,Mặt phố - Mặt đường,,
291,7414,40874,40874,55.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,4.5,,KXĐ,0,21.0130853,105.8203773,6300.0,114.54545454545456,,,5e958eea208d0d6d7648fdd0,23,3.0,Mặt phố - Mặt đường,,
292,7486,40946,40946,47.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,7.5,,KXĐ,0,28.647889799999998,180.0,15500.0,329.78723404255317,,,5e958eea208d0d6d7648fd8c,56,20.0,Mặt phố - Mặt đường,,
293,7495,40955,40955,100.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,6.0,,KXĐ,0,21.0119555,105.8297784,28000.0,280.0,,,5e958eea208d0d6d7648fd76,42,15.0,Mặt phố - Mặt đường,,
294,7497,40957,40957,92.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,5.0,,KXĐ,0,21.0225776,105.8318544,21000.0,228.2608695652174,,,5e958eea208d0d6d7648fdcf,27,30.0,Mặt phố - Mặt đường,,
295,7504,40964,40964,110.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,4.5,,KXĐ,0,21.017649,105.830046,45000.0,409.09090909090907,,,5e958eea208d0d6d7648fdb4,2,20.0,Mặt phố - Mặt đường,,
297,7519,40979,40979,58.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,1.0,5.0,,KXĐ,0,21.017649,105.830046,14500.0,250.0,,,,-1,20.0,Mặt phố - Mặt đường,5e5501cbeb80a7245175e130,Phường Kim Liên
298,7520,40980,40980,100.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,2.0,4.2,,KXĐ,0,21.009967,105.823136,22950.0,229.5,,,5e958eea208d0d6d7648fd97,76,30.0,Mặt phố - Mặt đường,,
299,7522,40982,40982,58.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,1.0,5.0,,KXĐ,0,21.017649,105.830046,14500.0,250.0,,,5e958eea208d0d6d7648fdd6,30,20.0,Mặt phố - Mặt đường,,
300,7523,40983,40983,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,8.0,4.0,,KXĐ,0,21.0092227,105.8143864,11500.0,230.0,,,5e958eea208d0d6d7648fdd1,24,3.0,Mặt phố - Mặt đường,,
301,7524,40984,40984,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,6.2,,KXĐ,0,21.017649,105.830046,11000.0,275.0,,,5e958eea208d0d6d7648fda4,68,11.0,Mặt phố - Mặt đường,,
302,7578,41038,41038,100.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,3.0,4.3,,KXĐ,0,21.0092227,105.8143864,14000.0,140.0,,,5e958eea208d0d6d7648fd7d,46,40.0,Mặt phố - Mặt đường,,
303,7596,41056,41056,52.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,4.5,,KXĐ,0,21.017649,105.830046,26000.0,500.0,,,5e958eea208d0d6d7648fdd6,30,6.0,Mặt phố - Mặt đường,,
304,7631,41091,41091,77.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,8.0,5.2,,KXĐ,0,21.0225776,105.8318544,28000.0,363.6363636363636,,,5e958eea208d0d6d7648fdcf,27,32.0,Mặt phố - Mặt đường,,
305,7761,41221,41221,53.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,5.0,,Tây-Nam,0,21.017649,105.830046,24000.0,452.8301886792453,,,5e958eea208d0d6d7648fdbc,6,10.0,Mặt phố - Mặt đường,,
306,7791,41251,41251,116.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,8.0,9.0,,KXĐ,0,21.0130853,105.8203773,29000.0,250.0,,,5e958eea208d0d6d7648fdd0,23,4.0,Mặt phố - Mặt đường,,
307,7792,41252,41252,130.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,6.0,,KXĐ,0,21.0153717,105.8128851,59500.0,457.6923076923077,,,5e958eea208d0d6d7648fdc4,14,18.0,Mặt phố - Mặt đường,,
308,7893,41353,41353,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,5.0,,KXĐ,0,21.017649,105.830046,19500.0,325.0,,,5e958eea208d0d6d7648fdb4,2,15.0,Mặt phố - Mặt đường,,
309,7900,41360,41360,59.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,5.0,,KXĐ,0,21.0119555,105.8297784,,423.72881355932196,,,5e958eea208d0d6d7648fd76,42,15.0,Mặt phố - Mặt đường,,
310,7907,41367,41367,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,8.0,4.5,,KXĐ,0,21.017649,105.830046,19000.0,237.5,,,5e958eea208d0d6d7648fda0,72,15.0,Mặt phố - Mặt đường,,
311,7927,41387,41387,65.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,1.0,7.0,,KXĐ,0,21.017649,105.830046,16800.0,258.46153846153845,,,5e958eea208d0d6d7648fd96,65,20.0,Mặt phố - Mặt đường,,
312,7932,41392,41392,39.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,3.0,6.0,,Tây-Nam,0,21.0092227,105.8143864,6900.0,176.9230769230769,,,5e958eea208d0d6d7648fd7d,46,45.0,Mặt phố - Mặt đường,,
313,7987,41447,41447,86.0,,8.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,8.0,8.0,,,1,21.0174634,105.81313059999998,33000.0,383.7209302325582,,,5e958eea208d0d6d7648fd78,39,6.0,Mặt phố - Mặt đường,5e5501cbeb80a7245175e126,Phường Láng Hạ
314,8036,41496,41496,32.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,3.7,,Tây-Nam,0,21.017649,105.830046,14000.0,437.5,,,5e958eea208d0d6d7648fdce,22,8.0,Mặt phố - Mặt đường,,
315,8040,41500,41500,70.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,5.0,,KXĐ,0,21.017649,105.830046,35000.0,500.0,,,5e958eea208d0d6d7648fdd6,30,40.0,Mặt phố - Mặt đường,,
316,8066,41526,41526,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,5.0,,KXĐ,0,21.0130853,105.8203773,16000.0,320.0,,,5e958eea208d0d6d7648fdd0,23,20.0,Mặt phố - Mặt đường,,
317,8068,41528,41528,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,5.0,,Tây-Nam,0,21.0103338,105.819484,24000.0,480.0,,,5e958eea208d0d6d7648fd90,60,7.0,Mặt phố - Mặt đường,,
318,8070,41530,41530,140.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,9.0,,KXĐ,0,21.017649,105.830046,60000.0,428.57142857142856,,,5e958eea208d0d6d7648fdd6,30,40.0,Mặt phố - Mặt đường,,
319,8086,41547,41547,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,4.0,,KXĐ,0,21.0130853,105.8203773,16000.0,320.0,,,5e958eea208d0d6d7648fdd0,23,6.0,Mặt phố - Mặt đường,,
320,8111,41572,41572,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,4.5,,KXĐ,0,21.009967,105.823136,16500.0,275.0,,,5e958eea208d0d6d7648fd6b,87,7.0,Mặt phố - Mặt đường,,
321,8113,41574,41574,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,8.0,5.1,,KXĐ,0,21.0225776,105.8318544,28500.0,380.0,,,5e958eea208d0d6d7648fdcf,27,20.0,Mặt phố - Mặt đường,,
322,8114,41575,41575,89.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,1.0,4.8,,KXĐ,0,21.017649,105.830046,21500.0,241.5730337078652,,,5e958eea208d0d6d7648fdc1,11,12.0,Mặt phố - Mặt đường,,
323,8119,41580,41580,88.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,3.0,4.8,,KXĐ,0,21.0225776,105.8318544,19200.0,218.1818181818182,,,5e958eea208d0d6d7648fdcf,27,8.0,Mặt phố - Mặt đường,,
324,8124,41585,41585,67.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,6.0,,KXĐ,0,21.017649,105.830046,25000.0,373.13432835820885,,,5e958eea208d0d6d7648fdcd,20,10.0,Mặt phố - Mặt đường,,
325,8125,41586,41586,35.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,3.0,,KXĐ,0,21.028194600000006,105.8390746,8000.0,228.57142857142856,,,5e958eea208d0d6d7648fd8b,55,10.0,Mặt phố - Mặt đường,,
326,8186,41647,41647,118.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,3.0,10.0,,KXĐ,0,21.019366899999998,105.80743819999999,48000.0,406.77966101694915,,,5e958eea208d0d6d7648fd78,39,40.0,Mặt phố - Mặt đường,,
327,8190,41651,41651,91.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,6.0,,KXĐ,0,21.0130853,105.8203773,46000.0,505.49450549450546,,,5e958eea208d0d6d7648fdd0,23,50.0,Mặt phố - Mặt đường,,
328,8193,41654,41654,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,4.0,,KXĐ,0,21.017649,105.830046,29900.0,498.33333333333326,,,5e958eea208d0d6d7648fdb4,2,40.0,Mặt phố - Mặt đường,,
329,8195,41656,41656,110.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,1.0,5.0,,KXĐ,0,21.0225776,105.8318544,30500.0,277.27272727272725,,,5e958eea208d0d6d7648fdcf,27,50.0,Mặt phố - Mặt đường,,
330,8196,41657,41657,38.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,11.0,,KXĐ,0,21.017649,105.830046,11000.0,289.4736842105263,,,5e958eea208d0d6d7648fd6f,86,30.0,Mặt phố - Mặt đường,,
331,8199,41660,41660,51.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,4.2,,KXĐ,0,21.017649,105.830046,22000.0,431.3725490196079,,,5e958eea208d0d6d7648fdbc,6,8.0,Mặt phố - Mặt đường,,
332,8205,41666,41666,63.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,9.0,10.0,,KXĐ,0,21.017649,105.830046,22000.0,349.20634920634916,,,5e958eea208d0d6d7648fd9f,71,12.0,Mặt phố - Mặt đường,,
333,8212,41673,41673,81.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,4.0,,KXĐ,0,21.019366899999998,105.80743819999999,25000.0,308.64197530864203,,,5e958eea208d0d6d7648fdb5,3,40.0,Mặt phố - Mặt đường,,
334,8227,41688,41688,88.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,5.0,,KXĐ,0,21.0092227,105.8143864,21300.0,242.04545454545453,,,5e958eea208d0d6d7648fd99,66,25.0,Mặt phố - Mặt đường,,
335,8229,41690,41690,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,7.0,5.1,,Tây-Nam,0,21.0103338,105.819484,24000.0,480.0,,,5e958eea208d0d6d7648fd90,60,10.0,Mặt phố - Mặt đường,,
336,8230,41691,41691,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,6.0,4.0,,KXĐ,0,21.017649,105.830046,29900.0,498.33333333333326,,,5e958eea208d0d6d7648fdb4,2,40.0,Mặt phố - Mặt đường,,
338,8232,41693,41693,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,8.0,4.5,,KXĐ,0,21.017649,105.830046,18000.0,225.0,,,5e958eea208d0d6d7648fda0,72,30.0,Mặt phố - Mặt đường,,
339,8235,41696,41696,140.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,8.0,,KXĐ,0,21.017649,105.830046,35000.0,250.0,,,5e958eea208d0d6d7648fdce,22,20.0,Mặt phố - Mặt đường,,
340,8237,41698,41698,90.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,4.0,,Tây-Nam,0,21.0092227,105.8143864,26000.0,288.8888888888889,,,5e958eea208d0d6d7648fdd2,26,25.0,Mặt phố - Mặt đường,,
341,8241,41702,41702,102.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,5.0,5.1,,KXĐ,0,21.017649,105.830046,15810.0,155.0,,,5e958eea208d0d6d7648fd6d,85,11.0,Mặt phố - Mặt đường,,
343,8243,41704,41704,136.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,3.0,5.1,,Đông-Nam,0,21.0225776,105.8318544,36720.0,270.0,,,5e958eea208d0d6d7648fdcf,27,12.0,Mặt phố - Mặt đường,,
344,8245,41706,41706,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de2c,Quận Đống Đa,4.0,5.0,,KXĐ,0,21.017649,105.830046,15000.0,300.0,,,5e958eea208d0d6d7648fdce,22,30.0,Mặt phố - Mặt đường,,
